Product ID,SKU,Name,Category,Price,Original Price,Discount,Description,Weight (kg),Dimensions (cm),Brand,Color,Warranty (months),Stock (units),Trending
P621671,SKU-56990,Foot Home,Sports,R$ 895.69,R$ 1079.15,17%,Throughout third sing produce bed network necessary drug sometimes guess apply.,5.9,66x71x24,Lawson Ltd,Yellow,13,431,0
P309187,SKU-32718,Money Books,Fashion,R$ 1512.06,R$ 1800.07,16%,Audience grow talk history enjoy break decade its training.,7.3,42x89x75,Williams PLC,Green,12,239,0
P855915,SKU-30964,Common Electronics,Books,R$ 563.85,R$ 704.81,20%,Around happy brother note according rich through might reason unit state staff thus director mention personal what doctor but.,5.9,28x26x86,"Clark, Mccarthy and White",Yellow,21,38,1
P198803,SKU-91653,Choose Sports,Fashion,R$ 731.38,R$ 1044.83,30%,Country enter mission fill middle think media news sort strong.,7.7,23x95x69,Rocha PLC,Black,8,316,0
P693030,SKU-47895,Order Home,Fashion,R$ 749.45,R$ 1292.15,42%,Decade draw simply ball wait partner sell purpose region south require your.,1.6,53x57x22,Medina-Rogers,Yellow,10,407,1
P532117,SKU-7355,Certain Fashion,Sports,R$ 1411.73,R$ 1907.75,26%,Tough identify control car audience interview remember Democrat safe onto their surface surface anyone may.,9.8,89x93x15,Coffey Ltd,Gray,22,460,0
P375737,SKU-25370,Minute Fashion,Books,R$ 540.46,R$ 916.03,41%,Why compare check allow Democrat cover sport interesting imagine public effort rock region.,9.7,71x55x71,Silva-Smith,Red,13,237,1
P866922,SKU-16312,Fish Sports,Fashion,R$ 822.66,R$ 1495.74,45%,Even something piece itself bank something growth much top dinner political your personal high herself production police good art discuss.,1.5,55x27x26,"Mcdowell, Herrera and Bell",Gray,9,215,1
P266786,SKU-23450,Reason Books,Fashion,R$ 939.99,R$ 1424.22,34%,Drug involve charge quickly first anyone forget everyone professor notice morning adult power affect soldier.,3.3,81x32x25,"Browning, Cox and Sandoval",Black,14,100,0
P588132,SKU-88806,Fish Fashion,Sports,R$ 892.52,R$ 1075.33,17%,Seem entire cover they manager way purpose own effect level car nation successful.,3.0,100x37x54,Walker-Martinez,Green,17,84,0
P503352,SKU-39486,World Electronics,Electronics,R$ 68.14,R$ 83.1,18%,Nor feeling what how report technology performance forget almost thousand southern really term imagine.,4.7,88x35x35,Velasquez-Matthews,Blue,23,244,1
P194184,SKU-32565,Drive Electronics,Electronics,R$ 649.66,R$ 941.53,31%,Specific recognize lot mission again could save beyond thought ask company price pay require resource need prepare.,9.0,83x40x79,Ewing Ltd,Green,17,144,0
P136158,SKU-33572,Meeting Fashion,Fashion,R$ 556.87,R$ 912.9,39%,Bill onto clear than while claim right research affect system great become animal a finally around indicate its paper option.,2.8,25x53x65,"Cooke, Brown and Douglas",White,16,378,0
P351326,SKU-60809,Write Books,Home & Kitchen,R$ 944.65,R$ 1211.09,22%,Agree run somebody have clearly result likely girl sometimes history yeah such necessary series thought degree hotel edge figure.,1.7,10x57x100,Obrien-Tucker,Green,6,195,0
P371996,SKU-62624,Team Sports,Books,R$ 706.03,R$ 784.48,10%,Happy girl marriage special direction low step bad radio follow yes its want culture office necessary.,1.2,59x49x65,Morris-Goodwin,Yellow,24,446,0
P775614,SKU-12645,North Sports,Electronics,R$ 1330.87,R$ 1751.14,24%,Politics reality finish product bad crime art couple perhaps popular everyone she than.,6.1,29x67x45,"Harris, Martinez and Carr",White,9,376,1
P141003,SKU-46526,Room Books,Fashion,R$ 446.94,R$ 470.46,5%,Number your call walk may including newspaper magazine manager cold mouth threat lay floor expert.,2.2,65x63x55,Holt-Lopez,White,13,235,0
P607827,SKU-53224,Few Fashion,Electronics,R$ 670.62,R$ 1031.73,35%,By second play deep all fear simply rise either leg could design hundred movement already thus occur dark example.,3.1,23x87x60,Norris-Pittman,White,22,459,1
P198641,SKU-6177,Meet Sports,Sports,R$ 240.05,R$ 263.79,9%,Next draw I provide finally run prevent range behavior song high indicate even bag every exactly write yes.,6.3,24x43x87,"Davis, Holmes and Russell",Black,23,447,0
P767023,SKU-27146,Nice Sports,Fashion,R$ 153.87,R$ 233.14,34%,Describe yes share light lose stop himself already sign human fish land during southern none.,2.0,22x71x37,Foster-Wolfe,Red,7,43,0
P714436,SKU-15908,Pull Electronics,Fashion,R$ 1054.95,R$ 1528.92,31%,Drive mean toward church land she part cover major cultural.,7.1,17x10x37,Bush Ltd,Green,7,33,1
P622572,SKU-66107,Cover Books,Electronics,R$ 1418.57,R$ 1997.99,29%,Believe set majority think another edge article easy special all management prepare seek human himself.,9.0,70x55x82,"Shaffer, Woods and Williams",Black,19,56,1
P873746,SKU-96146,Must Electronics,Home & Kitchen,R$ 253.77,R$ 285.13,11%,Result this heavy relate open operation them eat paper bring several place quite eat director send significant worry person compare.,4.3,40x23x55,Scott Group,Blue,11,302,1
P260233,SKU-12517,Either Home,Electronics,R$ 565.6,R$ 927.22,39%,Hand color cost hope can worry above source indicate particular.,5.9,60x55x99,"Jones, Rodriguez and Schultz",Blue,22,291,1
P716918,SKU-17389,Threat Home,Home & Kitchen,R$ 407.89,R$ 433.93,6%,Method military health view reach western spend throw into best pull involve people hit data everybody under one.,6.9,43x35x32,Williams Inc,Gray,12,468,0
P300328,SKU-64719,And Books,Books,R$ 1130.87,R$ 1215.99,7%,Leave offer could total during religious since option tough in mother.,8.6,83x58x83,"Stevens, Parker and Simmons",Yellow,11,365,0
P209902,SKU-43824,Many Sports,Books,R$ 1518.14,R$ 1946.33,22%,Small father now just west identify consumer something stand listen against.,5.9,44x82x56,"Mcdonald, Brown and Shah",Gray,21,140,0
P680743,SKU-42585,Upon Sports,Books,R$ 457.2,R$ 662.61,31%,Standard than son so simple rule each mouth spring under why.,9.5,47x93x52,"Newman, Bennett and Watson",Red,20,354,0
P196168,SKU-8097,Cup Home,Fashion,R$ 153.43,R$ 222.36,31%,Once popular where commercial prove take another student sea put serious along.,9.7,94x58x56,Mills-Hale,Gray,18,142,0
P131843,SKU-75665,Ago Fashion,Fashion,R$ 235.43,R$ 385.95,39%,However small nature whatever hot garden now summer each note official third agreement.,5.9,34x26x50,Garrison-Lewis,Yellow,24,309,0
P189270,SKU-81651,Resource Electronics,Home & Kitchen,R$ 461.4,R$ 887.3,48%,Up place break public question military they bag relationship I offer.,4.9,13x39x100,"Gardner, Hicks and Fitzgerald",Green,19,153,1
P616835,SKU-71016,Customer Sports,Books,R$ 1334.51,R$ 1499.45,11%,Create interview democratic always red marriage charge six this provide guy walk various remain score face follow.,1.1,35x72x67,Jordan-Thomas,Black,10,496,1
P323265,SKU-72537,Them Fashion,Fashion,R$ 1273.1,R$ 1743.97,27%,Car cultural message crime plan he step my tax tree red accept listen church ahead available save appear color.,5.3,31x95x59,Meyer-Johnson,White,21,137,1
P389917,SKU-79896,Factor Home,Home & Kitchen,R$ 627.79,R$ 859.99,27%,Over six phone range computer understand sister you college almost top truth line police yeah anyone cut public many traditional around.,7.3,12x12x53,Mcpherson PLC,Red,9,477,1
P292539,SKU-2470,By Books,Home & Kitchen,R$ 774.14,R$ 1190.99,35%,Glass big tend again piece pass receive evening vote maintain teach before reduce international as wife yes minute view.,9.3,62x18x32,Beltran Inc,Red,8,140,1
P896347,SKU-88553,Be Electronics,Electronics,R$ 1376.17,R$ 1638.3,16%,Visit real coach address foreign eight have ever then red which throughout.,8.7,62x15x50,Ponce PLC,Green,22,169,0
P935140,SKU-80823,Any Books,Fashion,R$ 623.52,R$ 1247.04,50%,Including including area mean central size least behavior open threat let natural cup certainly ask begin point east player.,3.3,68x76x12,"Snow, Armstrong and Clark",Blue,15,409,1
P61458,SKU-83867,Pressure Books,Sports,R$ 1230.57,R$ 1864.5,34%,Mother approach because degree discover speech more exactly risk according customer central organization exist method foot standard.,8.0,42x39x79,"Anderson, Johnson and Knox",Yellow,20,166,1
P587254,SKU-26965,As Books,Electronics,R$ 555.03,R$ 645.38,14%,West make much party bad matter industry find else spend account study effect compare church reveal tell.,5.1,70x42x92,Taylor-Miller,Yellow,22,218,1
P635322,SKU-88139,Lot Books,Home & Kitchen,R$ 1559.95,R$ 1902.38,18%,Laugh pull traditional too executive recognize space five road.,8.2,60x70x72,Taylor-Gregory,Black,21,426,0
P58630,SKU-60118,Dog Books,Electronics,R$ 503.8,R$ 566.07,11%,Reveal science thought everything body necessary task cup of.,6.4,99x93x15,Thomas Group,Gray,15,379,0
P503983,SKU-40237,Single Electronics,Sports,R$ 488.2,R$ 650.93,25%,Clearly commercial society either ask cause much red now.,8.9,79x65x47,"Hartman, Thompson and Johnson",White,7,449,0
P938124,SKU-95723,Almost Fashion,Books,R$ 1279.55,R$ 1470.75,13%,Medical agency laugh voice citizen marriage ten rule star go cut guess modern particularly or safe though use inside where.,7.9,35x16x29,Smith-Smith,Red,13,28,1
P321189,SKU-87051,Relationship Sports,Fashion,R$ 38.81,R$ 53.17,27%,Project figure body purpose attorney force all seek politics station.,6.2,78x23x22,Davis-Williams,Gray,14,496,1
P818818,SKU-17264,Gun Home,Sports,R$ 1548.65,R$ 1630.16,5%,Lawyer easy study important activity opportunity site receive state east on tax.,7.5,75x57x94,"Wilson, Jones and Rodgers",Green,12,380,1
P889736,SKU-72432,Model Electronics,Fashion,R$ 806.01,R$ 1465.48,45%,Order especially yourself cup perhaps have situation stay officer you dog.,9.6,27x10x20,Smith Ltd,Blue,17,150,0
P260166,SKU-69224,Radio Electronics,Fashion,R$ 1258.44,R$ 1338.77,6%,Church size only animal factor hotel seem look try present want.,6.7,25x33x56,"Parsons, Mccullough and Figueroa",Green,18,264,0
P160902,SKU-75597,Industry Electronics,Books,R$ 1108.32,R$ 1420.92,22%,Leader instead glass table represent near inside possible television paper.,8.7,35x57x86,"Reilly, Carpenter and Blankenship",Red,14,413,0
P948944,SKU-88288,Expert Fashion,Fashion,R$ 331.84,R$ 349.31,5%,Three player network treat plan key beyond doctor make must soldier success what since finally animal personal carry.,2.7,29x89x51,Stephens-Riley,Blue,12,141,1
P117743,SKU-55547,Let Books,Fashion,R$ 1218.68,R$ 1433.74,15%,Note everyone able would election world no industry strategy than interesting can new audience worker.,2.5,66x26x91,White Ltd,Red,18,76,1
P945692,SKU-26551,Rather Electronics,Books,R$ 728.19,R$ 899.0,19%,Participant collection class day choice once word team item.,3.8,56x46x63,"Ingram, Bean and White",Red,22,53,0
P837424,SKU-20083,Might Fashion,Books,R$ 541.34,R$ 608.25,11%,Idea interesting six later seem heart green relationship seven southern.,10.0,84x82x65,Carpenter Inc,Yellow,10,96,1
P209703,SKU-5488,Church Sports,Sports,R$ 620.45,R$ 1000.73,38%,Thank dream involve free term gun though take expert movie ten change service off not success name.,7.6,50x69x19,Hawkins-Hooper,Black,6,280,1
P909123,SKU-52724,Career Sports,Electronics,R$ 318.16,R$ 589.19,46%,Perform pull crime sign happy minute final contain hundred bar learn feeling cultural level such.,1.8,47x60x35,Myers PLC,Yellow,15,465,0
P889586,SKU-98001,Several Fashion,Fashion,R$ 374.05,R$ 667.95,44%,Oil budget son along recognize discuss institution alone issue money partner.,7.2,28x10x29,"Caldwell, Arroyo and Solis",Gray,22,77,0
P330675,SKU-91699,Interview Fashion,Books,R$ 463.92,R$ 527.18,12%,Board hand wrong Mrs foreign low audience learn stand point town now interesting.,2.3,40x78x69,Smith-Hernandez,Green,18,39,0
P237283,SKU-55088,Talk Electronics,Home & Kitchen,R$ 113.31,R$ 157.38,28%,Field student me name a along tax whom long democratic budget difficult brother court stock generation.,2.3,71x95x87,"Reeves, Miller and Stephens",White,23,21,0
P801280,SKU-4691,Physical Home,Home & Kitchen,R$ 1210.14,R$ 1512.68,20%,Window main ten others meeting turn place capital rather live night scientist wife player president full owner Democrat none various.,2.4,48x17x77,Peterson Ltd,Red,22,266,0
P907894,SKU-25116,Who Fashion,Home & Kitchen,R$ 1118.62,R$ 1177.49,5%,Care law bit couple possible put series collection set need several country seem scientist consider difference.,5.2,90x26x23,Johnson Group,Blue,16,357,1
P878876,SKU-63868,He Sports,Home & Kitchen,R$ 1570.52,R$ 1688.73,7%,Need let wish mother direction article certain computer call crime black decide a fast prepare world morning amount however first.,2.6,69x92x48,Edwards-Smith,Red,16,171,0
P163426,SKU-15863,Nothing Books,Books,R$ 1217.66,R$ 1295.38,6%,Skin open world find medical president hold should growth threat professor part ok black.,9.9,71x39x72,Carter Inc,Gray,11,492,1
P799438,SKU-83226,Mention Sports,Books,R$ 774.93,R$ 1462.14,47%,Player land through need under soldier through those author market talk majority understand later throughout century partner a.,1.2,75x46x68,"Cohen, Zamora and Cole",White,6,127,1
P50089,SKU-97854,Play Sports,Books,R$ 1038.01,R$ 1402.72,26%,Successful conference born section poor week lay simple sport off person while general remember once news future.,0.7,35x74x84,"Nichols, Porter and Marquez",Green,10,25,0
P666067,SKU-74573,Look Electronics,Home & Kitchen,R$ 1189.53,R$ 1830.05,35%,Them Democrat dog outside speak attack boy crime specific over customer take watch animal camera process chair sport.,9.4,75x87x23,Bradford-Brooks,Blue,14,57,1
P154530,SKU-38570,Station Home,Electronics,R$ 897.92,R$ 1044.09,14%,Break give light born least remember deal quite yeah collection agree more store smile.,8.5,90x23x92,Gilbert and Sons,Green,6,277,0
P348662,SKU-62785,Teacher Home,Home & Kitchen,R$ 226.71,R$ 290.65,22%,Yourself food meeting believe along including save suggest development information world water listen base main.,9.4,84x64x47,Jackson LLC,Blue,16,488,0
P154380,SKU-76367,Add Home,Home & Kitchen,R$ 1429.44,R$ 1856.41,23%,Unit half evening blood use third story middle talk inside reach red color affect.,5.2,17x85x82,Atkinson and Sons,Black,22,42,1
P665699,SKU-20925,This Sports,Sports,R$ 469.64,R$ 626.19,25%,Guess away believe partner exactly low such either book wrong even me image building anyone big style.,2.7,91x75x90,"Herrera, Arnold and Williams",Green,10,350,1
P561232,SKU-54825,Size Books,Fashion,R$ 1110.9,R$ 1763.33,37%,Land form course activity face firm despite rule around off building entire hair common eye according involve.,0.6,81x32x11,Andrade-Ochoa,Red,13,103,1
P313705,SKU-15444,Before Sports,Electronics,R$ 353.94,R$ 498.5,29%,Road continue Republican machine arm offer material establish quickly pull.,9.9,19x97x28,"Simmons, Livingston and Smith",Black,8,364,1
P542870,SKU-41872,My Sports,Sports,R$ 718.55,R$ 1197.59,40%,Pressure beautiful imagine type establish indeed energy rock economy their into event responsibility.,9.3,19x55x65,Alvarez-Cole,Yellow,13,353,0
P217319,SKU-30789,Very Books,Sports,R$ 803.78,R$ 956.88,16%,Technology order yet environment stuff young continue voice bed TV recently suddenly have lay collection tax with interest goal.,7.6,86x51x62,Andrade-Hayes,Gray,15,481,1
P115622,SKU-31632,Look Home,Books,R$ 801.5,R$ 1358.47,41%,Law food professional writer firm feeling purpose stop mean big place fact case provide source see change experience natural.,5.6,65x54x39,"Brown, Perry and Barnes",Black,9,68,1
P44368,SKU-46752,Energy Fashion,Electronics,R$ 486.33,R$ 900.61,46%,Manage notice positive hair page seem early enjoy less less as red.,0.5,45x91x23,Gordon-Richard,Gray,22,431,0
P544207,SKU-36289,Look Electronics,Electronics,R$ 1035.93,R$ 1177.19,12%,Young possible bad provide night customer first wall field answer practice.,3.5,53x46x27,"Garcia, Powell and Olsen",Black,6,287,0
P910840,SKU-99144,Fall Books,Fashion,R$ 1011.89,R$ 1909.22,47%,Specific south action especially down old mind billion section treatment half interesting focus.,8.5,43x16x87,Tran-Mills,Red,23,136,1
P720102,SKU-40946,Piece Electronics,Sports,R$ 93.51,R$ 100.55,7%,Early need necessary share later doctor eye court challenge impact to.,9.3,52x63x91,Ortiz-Fox,White,24,56,1
P337605,SKU-63208,Development Books,Books,R$ 657.4,R$ 966.76,32%,Charge oil seven travel course rich discussion produce expert whole people ten job morning standard thing over culture.,2.5,87x29x72,"Williams, Campbell and Saunders",Green,11,29,0
P418684,SKU-30726,She Electronics,Sports,R$ 725.5,R$ 1051.45,31%,Tend nearly carry view Republican turn model attention article kid young along off build culture both traditional.,8.2,100x30x40,Ferguson-Morgan,Green,7,214,0
P840479,SKU-59295,Pretty Electronics,Books,R$ 391.85,R$ 687.46,43%,Against happy rise may risk you speak offer film executive none happen best financial sing ahead.,8.7,36x34x42,Nguyen-Bean,Black,20,77,1
P747910,SKU-45997,Green Sports,Fashion,R$ 75.23,R$ 125.39,40%,Discussion about matter water move particular others fine line social investment energy.,2.9,46x94x91,"Stone, Young and Huerta",Red,11,324,0
P779518,SKU-90034,Seat Electronics,Home & Kitchen,R$ 1613.02,R$ 1715.98,6%,Energy despite focus design decide student interest suggest very somebody little close wall seek either close middle worry family team anyone.,1.3,54x18x53,"Mcdaniel, Lee and Jennings",Green,8,459,0
P604126,SKU-87856,Allow Electronics,Electronics,R$ 874.1,R$ 920.1,5%,Wife third old system model street age fish forward.,3.8,74x44x68,"Hale, Fitzgerald and Alvarado",White,15,402,1
P642092,SKU-62105,Enough Home,Sports,R$ 1281.7,R$ 1664.54,23%,Occur well most industry page generation charge green any.,1.7,96x74x13,"Forbes, Molina and Thompson",Red,11,439,0
P909877,SKU-2696,While Home,Sports,R$ 143.77,R$ 152.95,6%,More young sea popular realize necessary moment health start.,9.2,28x37x54,Sparks Inc,Green,22,500,0
P590906,SKU-38075,Collection Books,Books,R$ 706.36,R$ 994.88,29%,Can several game leave rest sit style during pass boy sit thing assume industry light pressure fly himself arm property.,8.6,86x38x64,"Osborne, Hughes and Jones",Gray,8,171,1
P611856,SKU-29294,Thought Home,Books,R$ 824.9,R$ 1288.91,36%,Of gas seem whether loss wide himself soldier program dream technology.,6.8,43x30x45,Griffin-Salas,Black,12,121,0
P56109,SKU-55608,Thus Home,Fashion,R$ 383.1,R$ 571.79,33%,Almost seem fish order decade scientist check new pull new deep policy.,6.4,47x61x37,"Williams, Jones and Stephens",Green,18,143,1
P966865,SKU-34829,Although Electronics,Books,R$ 1066.82,R$ 1568.86,32%,Gas college morning pick certainly everyone pull bag site soldier than generation pattern red concern recent.,1.4,63x67x90,Ware-Woods,Green,17,109,1
P664802,SKU-29303,Economic Books,Sports,R$ 1276.49,R$ 1357.97,6%,Home once say water center forward teacher sound recognize increase the.,8.9,21x54x19,Nelson-Stokes,Yellow,9,402,0
P515940,SKU-41374,Few Fashion,Books,R$ 673.26,R$ 782.86,14%,Attention poor father surface daughter less point against move white consumer right computer.,7.7,66x43x73,Joyce-Rogers,White,10,66,0
P381899,SKU-51048,Job Sports,Sports,R$ 881.1,R$ 1493.39,41%,Stock sure would recently sit push food significant state magazine.,1.3,88x65x90,"Haynes, Lee and Schmidt",Red,8,73,1
P583407,SKU-61912,Free Books,Books,R$ 1276.14,R$ 1772.41,28%,May within realize seem energy though offer seven win administration huge southern if.,7.5,53x36x25,Lang PLC,White,12,419,1
P158213,SKU-52437,Tough Fashion,Sports,R$ 1196.37,R$ 1961.27,39%,Offer single key husband design rather good hour new understand throw agent seven fish candidate Congress would participant.,4.1,50x39x73,Rosales Group,Red,8,210,1
P216595,SKU-38859,Culture Electronics,Books,R$ 1091.22,R$ 1984.04,45%,My model something even seem better item product wind program.,2.9,34x82x62,"Mata, Hart and Collins",Gray,14,493,0
P783638,SKU-45845,Knowledge Home,Fashion,R$ 1250.43,R$ 1812.22,31%,Modern occur president law risk TV mean marriage serve second water century know.,6.1,52x68x52,"Ware, Alexander and Hill",White,12,413,0
P950900,SKU-31113,Major Fashion,Home & Kitchen,R$ 734.25,R$ 1412.01,48%,Congress morning respond more majority push film after sit claim plan middle into clear charge.,3.6,16x45x66,"Wyatt, Kelley and Johnson",Blue,7,485,0
P148976,SKU-25493,Beyond Home,Books,R$ 1258.7,R$ 1798.15,30%,Four low particular suffer else while reveal clearly establish focus again life station.,2.9,77x59x16,"Nixon, Meza and Curry",Gray,12,237,0
P380568,SKU-93580,Also Electronics,Fashion,R$ 312.76,R$ 453.28,31%,Alone energy ready coach well any position born very public out year production series.,0.8,90x60x81,Hull-Jackson,Blue,9,17,0
P182330,SKU-64418,Stand Fashion,Fashion,R$ 1175.17,R$ 1433.14,18%,Step business who when president have vote newspaper discuss deal when truth matter get skill gun likely community either side result.,3.2,65x60x31,Cooper-Bowen,Red,18,272,0
P855187,SKU-28942,Each Books,Electronics,R$ 1522.49,R$ 1791.17,15%,Eight parent prepare type bank full begin couple one from turn foreign executive religious perform set near growth present.,6.7,76x48x62,Torres-Smith,Red,10,375,1
P42854,SKU-37506,Environmental Books,Sports,R$ 990.54,R$ 1942.24,49%,Better plant sell truth easy society pull green available give culture.,8.5,13x81x10,Jones Inc,Green,19,124,1
P403838,SKU-58052,Arrive Fashion,Home & Kitchen,R$ 232.46,R$ 430.49,46%,Them parent general box case never customer situation term language environment store while husband skill set suffer unit positive area.,0.6,55x86x36,Cunningham Ltd,Blue,19,288,0
P66624,SKU-15166,Seek Home,Home & Kitchen,R$ 747.46,R$ 900.55,17%,Price guess candidate want seek seek wide dark remain chair without body administration play parent certain.,2.5,29x60x72,Robbins-Simmons,Yellow,15,340,0
P872086,SKU-16449,Let Books,Books,R$ 1316.31,R$ 1567.03,16%,Everyone this according call admit official point before tonight water well a.,1.3,91x21x73,"White, Fleming and Moore",Gray,15,44,0
P931647,SKU-20089,Beautiful Fashion,Fashion,R$ 875.77,R$ 1412.53,38%,Themselves meet for way society body or space performance lose.,8.2,17x44x65,Hayes and Sons,Blue,10,318,0
P190155,SKU-42127,Join Books,Electronics,R$ 636.14,R$ 691.46,8%,Of class cup study score theory major there chance.,6.6,78x54x29,"Montoya, Fisher and Ortiz",Gray,6,11,0
P562017,SKU-39016,Smile Fashion,Electronics,R$ 643.44,R$ 775.23,17%,Area production forget cultural road visit sport the drug success political choose seek modern culture seat.,9.4,57x59x98,Mckee LLC,Gray,17,359,1
P29774,SKU-36609,Us Home,Electronics,R$ 1376.56,R$ 1496.26,8%,Year floor box who not national serious when throughout.,9.8,56x34x69,Mendoza-Wilson,Blue,14,420,0
P292016,SKU-67328,Take Books,Home & Kitchen,R$ 1680.99,R$ 1954.64,14%,Three order possible water space worry important floor child pressure.,4.2,43x91x24,Weaver-Mcbride,Green,23,487,0
P931091,SKU-46581,Entire Books,Home & Kitchen,R$ 464.07,R$ 552.46,16%,Full building though term save traditional perform also arm record way middle thank relationship almost enter middle than thus your.,3.7,33x94x83,"Stark, Mathews and Smith",Blue,17,80,0
P502636,SKU-28890,Tonight Electronics,Home & Kitchen,R$ 917.81,R$ 1257.27,27%,Whether almost situation field yes gas real begin second meet product forget take want foot low necessary citizen drop film instead.,4.9,15x84x63,Mclaughlin-Marshall,Black,17,381,1
P454376,SKU-55844,Different Books,Home & Kitchen,R$ 247.22,R$ 363.56,32%,Lose Democrat national rather security happen region fear drive ever.,6.8,12x91x64,"Reyes, Moon and Odonnell",Yellow,21,117,1
P664418,SKU-2060,Country Books,Sports,R$ 674.43,R$ 1143.1,41%,Field avoid lawyer education record interview firm college system who try past.,5.2,33x25x82,Lewis and Sons,Blue,21,234,0
P590835,SKU-71808,Fear Fashion,Home & Kitchen,R$ 1050.76,R$ 1142.13,8%,Within machine return finally far continue paper return work popular move rich argue hand.,4.7,37x94x71,Oliver and Sons,Green,19,272,1
P865667,SKU-15162,Knowledge Fashion,Home & Kitchen,R$ 385.14,R$ 583.55,34%,Fine admit left seat for cause baby early population collection politics choice before necessary dream believe.,8.2,82x69x88,Moore-Griffin,Black,20,144,0
P969783,SKU-13333,Agency Fashion,Home & Kitchen,R$ 1404.79,R$ 1510.53,7%,Wrong just raise sure represent answer hand draw option place people break edge fine.,0.8,38x81x68,"Hensley, Thompson and Brown",Gray,9,324,0
P574942,SKU-44607,Rate Sports,Electronics,R$ 886.42,R$ 1363.73,35%,Tell summer production owner same area camera training by might respond remember television deep its leg standard add.,8.6,29x92x69,Peterson-King,Gray,13,52,0
P936399,SKU-84261,Here Electronics,Electronics,R$ 760.65,R$ 826.79,8%,Let sit thus window allow theory will why morning professor opportunity election keep although apply.,3.1,31x17x86,"Wright, Rivera and Shelton",Red,16,352,1
P633841,SKU-25258,Candidate Books,Books,R$ 62.28,R$ 109.27,43%,Nothing analysis computer hold keep painting tough morning room.,4.1,74x99x11,Perez Inc,Red,6,306,1
P684500,SKU-27944,He Sports,Electronics,R$ 224.59,R$ 362.24,38%,Officer dream than week ball same easy hold choose party plant.,3.0,53x50x64,"Green, Bradshaw and Alvarado",White,12,44,0
P211602,SKU-58968,Heart Home,Sports,R$ 654.46,R$ 1168.67,44%,Indicate movie close conference should what weight table religious certainly amount front cup art everybody enough project amount scientist.,5.6,58x56x60,Rogers LLC,Gray,22,182,1
P740357,SKU-25465,Bag Books,Fashion,R$ 853.94,R$ 959.48,11%,Data case author green forget boy be decade positive according own upon floor modern thought inside join.,8.6,38x77x64,Marshall-Brown,White,11,390,0
P826189,SKU-73824,Through Home,Sports,R$ 219.49,R$ 238.58,8%,Government including fact visit miss phone town respond rather.,1.4,68x77x98,Holmes Inc,White,6,47,1
P770008,SKU-59095,Truth Home,Home & Kitchen,R$ 463.21,R$ 873.98,47%,Decide president key challenge sell buy avoid bill each.,8.8,86x63x81,Brooks PLC,Green,20,211,0
P461367,SKU-34079,Box Electronics,Books,R$ 1411.84,R$ 1721.75,18%,Security social watch should whom degree but many agree have call glass without painting trial section.,7.9,89x31x49,"Davis, Hall and Moran",Green,24,57,1
P865434,SKU-72385,Seek Electronics,Sports,R$ 1484.64,R$ 1979.52,25%,Town other day TV cup benefit human audience explain.,3.6,55x69x10,Lindsey Ltd,Green,8,221,0
P114306,SKU-60548,Whom Books,Home & Kitchen,R$ 607.6,R$ 996.06,39%,Window item local involve floor day something exist group southern black performance reveal month life institution onto.,0.7,43x30x79,Beasley Inc,Green,14,68,1
P245448,SKU-18047,Economic Electronics,Electronics,R$ 1634.63,R$ 1923.09,15%,Network ever protect who miss itself have student while break that staff thank fire low arm term either upon.,5.3,22x85x63,Austin and Sons,Blue,16,274,0
P564237,SKU-15485,Happen Home,Books,R$ 637.87,R$ 1099.78,42%,Wish the animal risk concern around good identify police lot author must support.,3.9,94x52x86,Kelly LLC,Gray,17,314,0
P661533,SKU-11214,With Home,Home & Kitchen,R$ 930.21,R$ 1691.29,45%,Air story knowledge however discuss few task short Mrs day improve line treatment involve money rest likely career realize.,2.4,100x95x34,Kelly and Sons,White,12,77,1
P17716,SKU-84342,Not Fashion,Fashion,R$ 643.06,R$ 1089.94,41%,Artist Democrat use now experience far attorney white student thing collection account sit player truth.,8.2,76x23x20,Holland LLC,Green,10,184,0
P389139,SKU-21336,Try Books,Sports,R$ 1247.01,R$ 1889.41,34%,Fly into room rule arm there say building there minute position bad.,1.1,73x83x47,Owens Ltd,Red,12,179,0
P602408,SKU-79453,Somebody Home,Home & Kitchen,R$ 324.31,R$ 377.1,14%,Whom address he site few national should despite may cost practice.,7.3,68x90x76,Molina PLC,Gray,23,467,1
P40316,SKU-20000,Organization Home,Home & Kitchen,R$ 604.36,R$ 656.91,8%,Quality however energy clear short oil course young around value policy drug choice test have recently.,0.7,11x80x46,Barnes-Hughes,Red,9,103,0
P388228,SKU-28957,Check Books,Fashion,R$ 202.11,R$ 367.48,45%,Activity arm card age entire notice without charge under less if late participant money.,2.2,32x63x77,Lawson-Hill,Red,13,488,0
P826565,SKU-89192,Successful Electronics,Fashion,R$ 790.98,R$ 888.74,11%,Stock look reach analysis bar huge find also foot child road church machine character.,6.5,58x86x65,Cook Group,Yellow,23,65,0
P278815,SKU-68122,Leg Fashion,Books,R$ 550.38,R$ 585.51,6%,Table foot space situation join far environmental maintain a our run sell pretty middle could feel somebody significant world clear.,9.8,38x100x14,Johnson PLC,Blue,16,450,0
P539909,SKU-25122,Face Home,Electronics,R$ 366.47,R$ 538.92,32%,Large mind crime player parent story above at pick blue become chance easy tonight just itself.,7.3,40x61x37,Morse and Sons,White,10,470,0
